EstablishmentID,EstablishmentNumber,EstablishmentName,State,ProjectCode,ProjectName,FormID,CollectionDate,SampleSource,ProductionAlternatives,ListeriaMonocytogenesAnalysis,LmPFGEPattern,LmAlleleCode
6162049,M45694+P45694,"Ruiz Food Products, Inc.",SC,RLMCONT_MWL,Risk-based Verification-Midwest Lab-RTE-Food Contact Surface Sample-Listeria,102575310,6-Oct-20,Other-Product Contact Surface Sponge,Alt 3,Negative,NULL,NULL
6162049,M45694+P45694,"Ruiz Food Products, Inc.",SC,RLMCONT_MWL,Risk-based Verification-Midwest Lab-RTE-Food Contact Surface Sample-Listeria,102575311,6-Oct-20,Other-Product Contact Surface Sponge,Alt 3,Negative,NULL,NULL
6162049,M45694+P45694,"Ruiz Food Products, Inc.",SC,RLMCONT_MWL,Risk-based Verification-Midwest Lab-RTE-Food Contact Surface Sample-Listeria,102575312,6-Oct-20,Other-Product Contact Surface Sponge,Alt 3,Negative,NULL,NULL
6162049,M45694+P45694,"Ruiz Food Products, Inc.",SC,RLMCONT_MWL,Risk-based Verification-Midwest Lab-RTE-Food Contact Surface Sample-Listeria,102575313,6-Oct-20,Other-Product Contact Surface Sponge,Alt 3,Negative,NULL,NULL
6162049,M45694+P45694,"Ruiz Food Products, Inc.",SC,RLMCONT_MWL,Risk-based Verification-Midwest Lab-RTE-Food Contact Surface Sample-Listeria,102575314,6-Oct-20,Other-Product Contact Surface Sponge,Alt 3,Negative,NULL,NULL
6162049,M45694+P45694,"Ruiz Food Products, Inc.",SC,RLMCONT_MWL,Risk-based Verification-Midwest Lab-RTE-Food Contact Surface Sample-Listeria,102575315,6-Oct-20,Other-Product Contact Surface Sponge,Alt 3,Negative,NULL,NULL
6162049,M45694+P45694,"Ruiz Food Products, Inc.",SC,RLMCONT_MWL,Risk-based Verification-Midwest Lab-RTE-Food Contact Surface Sample-Listeria,102575316,6-Oct-20,Other-Product Contact Surface Sponge,Alt 3,Negative,NULL,NULL
6162049,M45694+P45694,"Ruiz Food Products, Inc.",SC,RLMCONT_MWL,Risk-based Verification-Midwest Lab-RTE-Food Contact Surface Sample-Listeria,102575317,6-Oct-20,Other-Product Contact Surface Sponge,Alt 3,Negative,NULL,NULL
6162049,M45694+P45694,"Ruiz Food Products, Inc.",SC,RLMCONT_MWL,Risk-based Verification-Midwest Lab-RTE-Food Contact Surface Sample-Listeria,102575318,6-Oct-20,Other-Product Contact Surface Sponge,Alt 3,Negative,NULL,NULL
6162049,M45694+P45694,"Ruiz Food Products, Inc.",SC,RLMCONT_MWL,Risk-based Verification-Midwest Lab-RTE-Food Contact Surface Sample-Listeria,102575319,6-Oct-20,Other-Product Contact Surface Sponge,Alt 3,Negative,NULL,NULL
6162049,M45694+P45694,"Ruiz Food Products, Inc.",SC,RLMENVC_MWL,Risk-based Verification-Midwest Lab-RTE-Non-Food Contact Surface Sample-Listeria,102575320,6-Oct-20,Other-Non/Product Contact Surface Sponge,NULL,Negative,NULL,NULL
6164087,M46394+P46394+V46394,Wayne Farms LLC,AL,RLMCONT_EL,Risk-based Verification-Eastern Lab - RTE - Food Contact Surface Sample - Listeria,102569632,6-Oct-20,Other-Product Contact Surface Sponge,Alt 2b AMAP,Negative,NULL,NULL
6164087,M46394+P46394+V46394,Wayne Farms LLC,AL,RLMCONT_EL,Risk-based Verification-Eastern Lab - RTE - Food Contact Surface Sample - Listeria,102569633,6-Oct-20,Other-Product Contact Surface Sponge,Alt 2b AMAP,Negative,NULL,NULL
6164087,M46394+P46394+V46394,Wayne Farms LLC,AL,RLMCONT_EL,Risk-based Verification-Eastern Lab - RTE - Food Contact Surface Sample - Listeria,102569634,6-Oct-20,Other-Product Contact Surface Sponge,Alt 2b AMAP,Negative,NULL,NULL
6164087,M46394+P46394+V46394,Wayne Farms LLC,AL,RLMCONT_EL,Risk-based Verification-Eastern Lab - RTE - Food Contact Surface Sample - Listeria,102569635,6-Oct-20,Other-Product Contact Surface Sponge,Alt 2b AMAP,Negative,NULL,NULL
6164087,M46394+P46394+V46394,Wayne Farms LLC,AL,RLMCONT_EL,Risk-based Verification-Eastern Lab - RTE - Food Contact Surface Sample - Listeria,102569636,6-Oct-20,Other-Product Contact Surface Sponge,Alt 2b AMAP,Negative,NULL,NULL
6164087,M46394+P46394+V46394,Wayne Farms LLC,AL,RLMCONT_EL,Risk-based Verification-Eastern Lab - RTE - Food Contact Surface Sample - Listeria,102569637,6-Oct-20,Other-Product Contact Surface Sponge,Alt 2b AMAP,Negative,NULL,NULL
6164087,M46394+P46394+V46394,Wayne Farms LLC,AL,RLMCONT_EL,Risk-based Verification-Eastern Lab - RTE - Food Contact Surface Sample - Listeria,102569638,6-Oct-20,Other-Product Contact Surface Sponge,Alt 2b AMAP,Negative,NULL,NULL
6164087,M46394+P46394+V46394,Wayne Farms LLC,AL,RLMCONT_EL,Risk-based Verification-Eastern Lab - RTE - Food Contact Surface Sample - Listeria,102569639,6-Oct-20,Other-Product Contact Surface Sponge,Alt 2b AMAP,Negative,NULL,NULL
6164087,M46394+P46394+V46394,Wayne Farms LLC,AL,RLMCONT_EL,Risk-based Verification-Eastern Lab - RTE - Food Contact Surface Sample - Listeria,102569640,6-Oct-20,Other-Product Contact Surface Sponge,Alt 2b AMAP,Negative,NULL,NULL
6164087,M46394+P46394+V46394,Wayne Farms LLC,AL,RLMCONT_EL,Risk-based Verification-Eastern Lab - RTE - Food Contact Surface Sample - Listeria,102569641,6-Oct-20,Other-Product Contact Surface Sponge,Alt 2b AMAP,Negative,NULL,NULL
6164087,M46394+P46394+V46394,Wayne Farms LLC,AL,RLMENVC_EL,Risk-based Verification-Eastern Lab - RTE - Non-Food Contact Surface Sample-Listeria,102569642,6-Oct-20,Other-Non/Product Contact Surface Sponge,NULL,Negative,NULL,NULL
2328,M6526,Blue Ridge Meats of Front Royal,VA,RLMPRODC_EL,Risk-based Verification-Eastern Lab - RTE - Listeria - Product Sample (Composite),102575873,7-Oct-20,"Product-RTE-Fully Cooked, Hot Dog Products-Pork",Alt 2b AMAP,Negative,NULL,NULL
2328,M6526,Blue Ridge Meats of Front Royal,VA,RLMCONT_EL,Risk-based Verification-Eastern Lab - RTE - Food Contact Surface Sample - Listeria,102575874,7-Oct-20,Other-Product Contact Surface Sponge,Alt 2b AMAP,Negative,NULL,NULL
2328,M6526,Blue Ridge Meats of Front Royal,VA,RLMCONT_EL,Risk-based Verification-Eastern Lab - RTE - Food Contact Surface Sample - Listeria,102575875,7-Oct-20,Other-Product Contact Surface Sponge,Alt 2b AMAP,Negative,NULL,NULL
2328,M6526,Blue Ridge Meats of Front Royal,VA,RLMCONT_EL,Risk-based Verification-Eastern Lab - RTE - Food Contact Surface Sample - Listeria,102575876,7-Oct-20,Other-Product Contact Surface Sponge,Alt 2b AMAP,Negative,NULL,NULL
2328,M6526,Blue Ridge Meats of Front Royal,VA,RLMCONT_EL,Risk-based Verification-Eastern Lab - RTE - Food Contact Surface Sample - Listeria,102575877,7-Oct-20,Other-Product Contact Surface Sponge,Alt 2b AMAP,Negative,NULL,NULL
2328,M6526,Blue Ridge Meats of Front Royal,VA,RLMCONT_EL,Risk-based Verification-Eastern Lab - RTE - Food Contact Surface Sample - Listeria,102575878,7-Oct-20,Other-Product Contact Surface Sponge,Alt 2b AMAP,Negative,NULL,NULL
2328,M6526,Blue Ridge Meats of Front Royal,VA,RLMCONT_EL,Risk-based Verification-Eastern Lab - RTE - Food Contact Surface Sample - Listeria,102575879,7-Oct-20,Other-Product Contact Surface Sponge,Alt 2b AMAP,Negative,NULL,NULL
2328,M6526,Blue Ridge Meats of Front Royal,VA,RLMCONT_EL,Risk-based Verification-Eastern Lab - RTE - Food Contact Surface Sample - Listeria,102575880,7-Oct-20,Other-Product Contact Surface Sponge,Alt 2b AMAP,Negative,NULL,NULL
2328,M6526,Blue Ridge Meats of Front Royal,VA,RLMCONT_EL,Risk-based Verification-Eastern Lab - RTE - Food Contact Surface Sample - Listeria,102575881,7-Oct-20,Other-Product Contact Surface Sponge,Alt 2b AMAP,Negative,NULL,NULL
2328,M6526,Blue Ridge Meats of Front Royal,VA,RLMCONT_EL,Risk-based Verification-Eastern Lab - RTE - Food Contact Surface Sample - Listeria,102575882,7-Oct-20,Other-Product Contact Surface Sponge,Alt 2b AMAP,Negative,NULL,NULL
2328,M6526,Blue Ridge Meats of Front Royal,VA,RLMCONT_EL,Risk-based Verification-Eastern Lab - RTE - Food Contact Surface Sample - Listeria,102575883,7-Oct-20,Other-Product Contact Surface Sponge,Alt 2b AMAP,Negative,NULL,NULL
2328,M6526,Blue Ridge Meats of Front Royal,VA,RLMENVC_EL,Risk-based Verification-Eastern Lab - RTE - Non-Food Contact Surface Sample-Listeria,102575884,7-Oct-20,Other-Non/Product Contact Surface Sponge,NULL,Negative,NULL,NULL
127404,M51192+P51192,"Table 87 Frozen, LLC",NY,RLMPRODC_EL,Risk-based Verification-Eastern Lab - RTE - Listeria - Product Sample (Composite),102569883,7-Oct-20,"Product-RTE-Fully Cooked, Meat/Nonmeat Combination-Pork",ALT 3,Negative,NULL,NULL
127404,M51192+P51192,"Table 87 Frozen, LLC",NY,RLMCONT_EL,Risk-based Verification-Eastern Lab - RTE - Food Contact Surface Sample - Listeria,102569884,7-Oct-20,Other-Product Contact Surface Sponge,Alt 3,Negative,NULL,NULL
127404,M51192+P51192,"Table 87 Frozen, LLC",NY,RLMCONT_EL,Risk-based Verification-Eastern Lab - RTE - Food Contact Surface Sample - Listeria,102569885,7-Oct-20,Other-Product Contact Surface Sponge,Alt 3,Negative,NULL,NULL
127404,M51192+P51192,"Table 87 Frozen, LLC",NY,RLMCONT_EL,Risk-based Verification-Eastern Lab - RTE - Food Contact Surface Sample - Listeria,102569886,7-Oct-20,Other-Product Contact Surface Sponge,Alt 3,Negative,NULL,NULL
127404,M51192+P51192,"Table 87 Frozen, LLC",NY,RLMCONT_EL,Risk-based Verification-Eastern Lab - RTE - Food Contact Surface Sample - Listeria,102569887,7-Oct-20,Other-Product Contact Surface Sponge,Alt 3,Negative,NULL,NULL
127404,M51192+P51192,"Table 87 Frozen, LLC",NY,RLMCONT_EL,Risk-based Verification-Eastern Lab - RTE - Food Contact Surface Sample - Listeria,102569888,7-Oct-20,Other-Product Contact Surface Sponge,Alt 3,Negative,NULL,NULL
127404,M51192+P51192,"Table 87 Frozen, LLC",NY,RLMCONT_EL,Risk-based Verification-Eastern Lab - RTE - Food Contact Surface Sample - Listeria,102569889,7-Oct-20,Other-Product Contact Surface Sponge,Alt 3,Negative,NULL,NULL
127404,M51192+P51192,"Table 87 Frozen, LLC",NY,RLMCONT_EL,Risk-based Verification-Eastern Lab - RTE - Food Contact Surface Sample - Listeria,102569890,7-Oct-20,Other-Product Contact Surface Sponge,Alt 3,Negative,NULL,NULL
127404,M51192+P51192,"Table 87 Frozen, LLC",NY,RLMCONT_EL,Risk-based Verification-Eastern Lab - RTE - Food Contact Surface Sample - Listeria,102569891,7-Oct-20,Other-Product Contact Surface Sponge,Alt 3,Negative,NULL,NULL
127404,M51192+P51192,"Table 87 Frozen, LLC",NY,RLMCONT_EL,Risk-based Verification-Eastern Lab - RTE - Food Contact Surface Sample - Listeria,102569892,7-Oct-20,Other-Product Contact Surface Sponge,Alt 3,Negative,NULL,NULL
127404,M51192+P51192,"Table 87 Frozen, LLC",NY,RLMCONT_EL,Risk-based Verification-Eastern Lab - RTE - Food Contact Surface Sample - Listeria,102569893,7-Oct-20,Other-Product Contact Surface Sponge,Alt 3,Negative,NULL,NULL
127404,M51192+P51192,"Table 87 Frozen, LLC",NY,RLMENVC_EL,Risk-based Verification-Eastern Lab - RTE - Non-Food Contact Surface Sample-Listeria,102569894,7-Oct-20,Other-Non/Product Contact Surface Sponge,NULL,Negative,NULL,NULL
6164087,M46394+P46394+V46394,Wayne Farms LLC,AL,RLMPRODC_EL,Risk-based Verification-Eastern Lab - RTE - Listeria - Product Sample (Composite),102569631,7-Oct-20,"Product-RTE-Fully Cooked, Diced/Shredded-Chicken",Alt 2b AMAP,Negative,NULL,NULL
3119,M8983+P8983,"Sysco Western Minnesota, Inc.",MN,RLMPRODC_WL,Risk-based Verification-Western Lab - RTE - Listeria - Product Sample (Composite),102579516,13-Oct-20,"Product-RTE-Other Fully Cooked, Not Sliced-Beef",Alt 2b AMAP,Negative,NULL,NULL
3119,M8983+P8983,"Sysco Western Minnesota, Inc.",MN,RLMCONT_WL,Risk-based Verification-Western Lab-Food Contact Surface Sample-Listeria,102579517,13-Oct-20,Other-Product Contact Surface Sponge,Alt 2b AMAP,Negative,NULL,NULL
3119,M8983+P8983,"Sysco Western Minnesota, Inc.",MN,RLMCONT_WL,Risk-based Verification-Western Lab-Food Contact Surface Sample-Listeria,102579518,13-Oct-20,Other-Product Contact Surface Sponge,Alt 2b AMAP,Negative,NULL,NULL
3119,M8983+P8983,"Sysco Western Minnesota, Inc.",MN,RLMCONT_WL,Risk-based Verification-Western Lab-Food Contact Surface Sample-Listeria,102579519,13-Oct-20,Other-Product Contact Surface Sponge,Alt 2b AMAP,Negative,NULL,NULL
3119,M8983+P8983,"Sysco Western Minnesota, Inc.",MN,RLMCONT_WL,Risk-based Verification-Western Lab-Food Contact Surface Sample-Listeria,102579520,13-Oct-20,Other-Product Contact Surface Sponge,Alt 2b AMAP,Negative,NULL,NULL
3119,M8983+P8983,"Sysco Western Minnesota, Inc.",MN,RLMCONT_WL,Risk-based Verification-Western Lab-Food Contact Surface Sample-Listeria,102579521,13-Oct-20,Other-Product Contact Surface Sponge,Alt 2b AMAP,Negative,NULL,NULL
3119,M8983+P8983,"Sysco Western Minnesota, Inc.",MN,RLMCONT_WL,Risk-based Verification-Western Lab-Food Contact Surface Sample-Listeria,102579522,13-Oct-20,Other-Product Contact Surface Sponge,Alt 2b AMAP,Negative,NULL,NULL
3119,M8983+P8983,"Sysco Western Minnesota, Inc.",MN,RLMCONT_WL,Risk-based Verification-Western Lab-Food Contact Surface Sample-Listeria,102579523,13-Oct-20,Other-Product Contact Surface Sponge,Alt 2b AMAP,Negative,NULL,NULL
3119,M8983+P8983,"Sysco Western Minnesota, Inc.",MN,RLMCONT_WL,Risk-based Verification-Western Lab-Food Contact Surface Sample-Listeria,102579524,13-Oct-20,Other-Product Contact Surface Sponge,Alt 2b AMAP,Negative,NULL,NULL
3119,M8983+P8983,"Sysco Western Minnesota, Inc.",MN,RLMCONT_WL,Risk-based Verification-Western Lab-Food Contact Surface Sample-Listeria,102579525,13-Oct-20,Other-Product Contact Surface Sponge,Alt 2b AMAP,Negative,NULL,NULL
3119,M8983+P8983,"Sysco Western Minnesota, Inc.",MN,RLMCONT_WL,Risk-based Verification-Western Lab-Food Contact Surface Sample-Listeria,102579526,13-Oct-20,Other-Product Contact Surface Sponge,Alt 2b AMAP,Negative,NULL,NULL
3119,M8983+P8983,"Sysco Western Minnesota, Inc.",MN,RLMENVC_WL,Risk-based Verification-Western Lab-RTE-Non-food Contact Surface Sample-Listeria,102579527,13-Oct-20,Other-Non/Product Contact Surface Sponge,NULL,Negative,NULL,NULL
3121,M8997+P8997,Fraboni Sausage,MN,RLMCONT_MWL,Risk-based Verification-Midwest Lab-RTE-Food Contact Surface Sample-Listeria,102572534,14-Oct-20,Other-Product Contact Surface Sponge,Alt 3,Negative,NULL,NULL
3121,M8997+P8997,Fraboni Sausage,MN,RLMCONT_MWL,Risk-based Verification-Midwest Lab-RTE-Food Contact Surface Sample-Listeria,102572535,14-Oct-20,Other-Product Contact Surface Sponge,Alt 3,Negative,NULL,NULL
